rank,enumeration_date,years_open,type,practice_name,specialty,address,city,state,zip,phone,check_meta_ads,check_google_ads,npi
502,2012-03-20,14.2,Individual,BRIJESH PATEL,Gastroenterology,111 MALTESE DR,MIDDLETOWN,NY,10940,845-342-4774,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRIJESH%20PATEL,https://adstransparency.google.com/?region=US&query=BRIJESH%20PATEL,1902171168
503,2012-03-19,14.2,Individual,MADELINE CANDELARIO-COSME,Endocrinology,602 S AUDUBON AVE STE A,TAMPA,FL,33609,813-931-2424,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MADELINE%20CANDELARIO-COSME,https://adstransparency.google.com/?region=US&query=MADELINE%20CANDELARIO-COSME,1144595406
504,2012-03-15,14.2,Org,"ELITE PSYCHIATRIC CONSULTING SERVICES, LLC",Psychiatry,10006 CROSS CREEK BLVD,TAMPA,FL,33647,856-625-0540,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ELITE%20PSYCHIATRIC%20CONSULTING%20SERVICES%2C%20LLC,https://adstransparency.google.com/?region=US&query=ELITE%20PSYCHIATRIC%20CONSULTING%20SERVICES%2C%20LLC,1902171481
505,2012-02-28,14.2,Org,"CARDIOVASCULAR CLINIC, INC.",Cardiology,17863 HUNTING BOW CIR STE 101,LUTZ,FL,33558,727-376-6699,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CARDIOVASCULAR%20CLINIC%2C%20INC.,https://adstransparency.google.com/?region=US&query=CARDIOVASCULAR%20CLINIC%2C%20INC.,1356615058
506,2012-02-23,14.3,Individual,MARLA SEVILLA ALSINA,Endocrinology,13330 USF LAUREL DR,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARLA%20SEVILLA%20ALSINA,https://adstransparency.google.com/?region=US&query=MARLA%20SEVILLA%20ALSINA,1396019238
507,2012-02-11,14.3,Org,PLANNED PARENTHOOD OF SOUTHWEST AND CENTRAL FLORIDA,OB-GYN,8068 N 56TH ST,TAMPA,FL,33617,813-980-3555,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PLANNED%20PARENTHOOD%20OF%20SOUTHWEST%20AND%20CENTRAL%20FLORIDA,https://adstransparency.google.com/?region=US&query=PLANNED%20PARENTHOOD%20OF%20SOUTHWEST%20AND%20CENTRAL%20FLORIDA,1760755458
508,2012-02-10,14.3,Individual,SILVIA SALGADO NUNEZ DEL PRADO,Endocrinology,13330 USF LAUREL DR,TAMPA,FL,33612,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SILVIA%20SALGADO%20NUNEZ%20DEL%20PRADO,https://adstransparency.google.com/?region=US&query=SILVIA%20SALGADO%20NUNEZ%20DEL%20PRADO,1194098905
509,2012-01-25,14.3,Individual,NYREE BRYANT,Primary Care,13311 N 56TH ST,TAMPA,FL,33617,813-985-2992,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=NYREE%20BRYANT,https://adstransparency.google.com/?region=US&query=NYREE%20BRYANT,1750652590
510,2012-01-11,14.4,Org,BAY AREA ADVANCE GASTROENTEROLOGY CARE INC,Gastroenterology,1130 KYLE WOOD LN,BRANDON,FL,33511,813-600-5423,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAY%20AREA%20ADVANCE%20GASTROENTEROLOGY%20CARE%20INC,https://adstransparency.google.com/?region=US&query=BAY%20AREA%20ADVANCE%20GASTROENTEROLOGY%20CARE%20INC,1790055457
511,2011-12-19,14.4,Org,CLINICAL&DIAGNOSTIC CARDIOLOGY,Cardiology,16057 TAMPA PALMS BLVD W,TAMPA,FL,33647,813-681-0379,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CLINICAL%26DIAGNOSTIC%20CARDIOLOGY,https://adstransparency.google.com/?region=US&query=CLINICAL%26DIAGNOSTIC%20CARDIOLOGY,1336418474
512,2011-12-10,14.5,Org,ASSOCIATES FOR BEHAVIORAL MEDICINE,Psychiatry,14437 UNIVERSITY COVE PL,TAMPA,FL,33613,813-972-7946,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASSOCIATES%20FOR%20BEHAVIORAL%20MEDICINE,https://adstransparency.google.com/?region=US&query=ASSOCIATES%20FOR%20BEHAVIORAL%20MEDICINE,1659649283
513,2011-12-05,14.5,Org,"A AND R PSYCHIATRIC AND MENTAL HEALTH SERVICES, LLC",Psychiatry,2150 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,813-872-1525,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=A%20AND%20R%20PSYCHIATRIC%20AND%20MENTAL%20HEALTH%20SERVICES%2C%20LLC,https://adstransparency.google.com/?region=US&query=A%20AND%20R%20PSYCHIATRIC%20AND%20MENTAL%20HEALTH%20SERVICES%2C%20LLC,1306114301
514,2011-12-01,14.5,Org,"AMERICAN BEST FAMILY CARE, PA",Primary Care,8054 DEERWOOD CIR,TAMPA,FL,33610,813-252-4002,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMERICAN%20BEST%20FAMILY%20CARE%2C%20PA,https://adstransparency.google.com/?region=US&query=AMERICAN%20BEST%20FAMILY%20CARE%2C%20PA,1902174261
515,2011-11-19,14.5,Individual,MOHAMMED ALOMAR,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,137-452-7188,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MOHAMMED%20ALOMAR,https://adstransparency.google.com/?region=US&query=MOHAMMED%20ALOMAR,1245507227
516,2011-11-10,14.5,Individual,STEPHANIE SHORT,OB-GYN,4030 W BOY SCOUT BLVD STE 800,TAMPA,FL,33607,813-286-0033,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=STEPHANIE%20SHORT,https://adstransparency.google.com/?region=US&query=STEPHANIE%20SHORT,1134406705
517,2011-10-20,14.6,Individual,PINCHIEH CHIANG,Primary Care,333 1ST ST STE A,SAN FRANCISCO,CA,94105,888-803-3370,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PINCHIEH%20CHIANG,https://adstransparency.google.com/?region=US&query=PINCHIEH%20CHIANG,1558646513
518,2011-10-19,14.6,Individual,HALA AL JIBOURY,Gastroenterology,3000 MEDICAL PARK DR STE 500,TAMPA,FL,33613,813-615-7028,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HALA%20AL%20JIBOURY,https://adstransparency.google.com/?region=US&query=HALA%20AL%20JIBOURY,1356626402
519,2011-09-29,14.7,Org,BAY AREA ENDOCRINOLOGY P.A.,Endocrinology,205 N PLANT AVE,PLANT CITY,FL,33563,813-876-3636,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAY%20AREA%20ENDOCRINOLOGY%20P.A.,https://adstransparency.google.com/?region=US&query=BAY%20AREA%20ENDOCRINOLOGY%20P.A.,1568746295
520,2011-09-26,14.7,Org,ALAN R SINGER MD LLC,Primary Care,17511 N DALE MABRY HWY,LUTZ,FL,33548,813-962-6700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALAN%20R%20SINGER%20MD%20LLC,https://adstransparency.google.com/?region=US&query=ALAN%20R%20SINGER%20MD%20LLC,1386927432
521,2011-09-20,14.7,Individual,PEEYUSH GROVER,Cardiology,13127 VAIL RIDGE DR,RIVERVIEW,FL,33579,813-661-6199,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PEEYUSH%20GROVER,https://adstransparency.google.com/?region=US&query=PEEYUSH%20GROVER,1427331149
522,2011-08-22,14.8,Org,ANISTA CORPORATION,Primary Care,10718 COUNTRYWAY BLVD,TAMPA,FL,33626,813-855-4000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANISTA%20CORPORATION,https://adstransparency.google.com/?region=US&query=ANISTA%20CORPORATION,1184904252
523,2011-08-08,14.8,Individual,RAM BISHNOI,Psychiatry,3515 E FLETCHER AVE,TAMPA,FL,33613,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RAM%20BISHNOI,https://adstransparency.google.com/?region=US&query=RAM%20BISHNOI,1780963835
524,2011-07-29,14.8,Individual,SHANA FLORVELLA,Psychiatry,3515 E FLETCHER AVE # MDC14,TAMPA,FL,33613,813-974-8900,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHANA%20FLORVELLA,https://adstransparency.google.com/?region=US&query=SHANA%20FLORVELLA,1730467325
525,2011-07-23,14.8,Individual,NICHOLAS KOTCH,Cardiology,601 7TH ST S STE 205,ST PETERSBURG,FL,33701,727-893-6234,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=NICHOLAS%20KOTCH,https://adstransparency.google.com/?region=US&query=NICHOLAS%20KOTCH,1588942650
526,2011-07-13,14.9,Individual,ASMA AL-ZOUGBI,Endocrinology,3211 W AZEELE ST,TAMPA,FL,33609,813-360-1214,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASMA%20AL-ZOUGBI,https://adstransparency.google.com/?region=US&query=ASMA%20AL-ZOUGBI,1679861405
527,2011-07-12,14.9,Individual,FIRAS ABED,Primary Care,3140 S FALKENBURG RD STE 201,RIVERVIEW,FL,33578,813-910-8708,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FIRAS%20ABED,https://adstransparency.google.com/?region=US&query=FIRAS%20ABED,1275821183
528,2011-07-06,14.9,Individual,KONSTANTINOS MARMAGKIOLIS,Cardiology,2727 W DR MARTIN LUTHER KING JR BLVD STE 800,TAMPA,FL,33607,813-873-0000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KONSTANTINOS%20MARMAGKIOLIS,https://adstransparency.google.com/?region=US&query=KONSTANTINOS%20MARMAGKIOLIS,1053608505
529,2011-07-05,14.9,Individual,MED DAN,Primary Care,2720 S 6TH AVE,TUCSON,AZ,85713,520-475-5418,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MED%20DAN,https://adstransparency.google.com/?region=US&query=MED%20DAN,1154618650
530,2011-06-29,14.9,Individual,SARIMAR AGOSTO SALGADO,Endocrinology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SARIMAR%20AGOSTO%20SALGADO,https://adstransparency.google.com/?region=US&query=SARIMAR%20AGOSTO%20SALGADO,1588951560
531,2011-06-08,15.0,Individual,THOMAS TOUSSAINT,OB-GYN,4030 W BOY SCOUT BLVD STE 800,TAMPA,FL,33607,813-286-0033,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=THOMAS%20TOUSSAINT,https://adstransparency.google.com/?region=US&query=THOMAS%20TOUSSAINT,1255625091
532,2011-05-31,15.0,Individual,BHAVIK GEDIA,Psychiatry,2727 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,813-321-1429,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BHAVIK%20GEDIA,https://adstransparency.google.com/?region=US&query=BHAVIK%20GEDIA,1871887406
533,2011-05-24,15.0,Individual,SHANNON RATKE,OB-GYN,100 PERTH LN,WINTER PARK,FL,32792,407-645-5565,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHANNON%20RATKE,https://adstransparency.google.com/?region=US&query=SHANNON%20RATKE,1346533387
534,2011-05-23,15.0,Individual,NANETTE BENTLEY,Primary Care,4129 N ARMENIA AVE STE B,TAMPA,FL,33607,813-879-3699,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=NANETTE%20BENTLEY,https://adstransparency.google.com/?region=US&query=NANETTE%20BENTLEY,1457644536
535,2011-05-20,15.0,Individual,MASHANDA CAMPBELL,Primary Care,990 WHITLOCK AVE NW STE A,MARIETTA,GA,30064,770-943-7808,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MASHANDA%20CAMPBELL,https://adstransparency.google.com/?region=US&query=MASHANDA%20CAMPBELL,1174816383
536,2011-05-18,15.0,Individual,ABDULJABBAR AL TEKREETI,Primary Care,3901 COCONUT PALM DR STE 120,TAMPA,FL,33619,813-289-6597,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ABDULJABBAR%20AL%20TEKREETI,https://adstransparency.google.com/?region=US&query=ABDULJABBAR%20AL%20TEKREETI,1043503436
537,2011-05-17,15.0,Individual,JOSHUA CHANDY,Psychiatry,7814 N DALE MABRY HWY,TAMPA,FL,33614,813-405-3938,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOSHUA%20CHANDY,https://adstransparency.google.com/?region=US&query=JOSHUA%20CHANDY,1558654079
538,2011-05-06,15.1,Individual,ERIN GEORGE,OB-GYN,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ERIN%20GEORGE,https://adstransparency.google.com/?region=US&query=ERIN%20GEORGE,1366734550
539,2011-05-04,15.1,Individual,PETER FORSYTH,Psychiatry,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PETER%20FORSYTH,https://adstransparency.google.com/?region=US&query=PETER%20FORSYTH,1841582285
540,2011-04-30,15.1,Individual,VAAGN ANDIKYAN,OB-GYN,2 TAMPA GENERAL CIR FL 3,TAMPA,FL,33606,813-844-7585,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=VAAGN%20ANDIKYAN,https://adstransparency.google.com/?region=US&query=VAAGN%20ANDIKYAN,1881985414
541,2011-04-29,15.1,Individual,HAZEM ABUGRARA,Primary Care,3001 W DR MARTIN LUTHER KING JR BLVD FL 3,TAMPA,FL,33607,813-870-4933,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HAZEM%20ABUGRARA,https://adstransparency.google.com/?region=US&query=HAZEM%20ABUGRARA,1083905640
542,2011-04-27,15.1,Individual,BOSEDE AFOLABI,Primary Care,4612 N HABANA AVE FL 2,TAMPA,FL,33614,727-532-0002,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BOSEDE%20AFOLABI,https://adstransparency.google.com/?region=US&query=BOSEDE%20AFOLABI,1134410988
543,2011-04-20,15.1,Individual,JESSEN JACOB,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JESSEN%20JACOB,https://adstransparency.google.com/?region=US&query=JESSEN%20JACOB,1457642829
544,2011-04-14,15.1,Individual,PARTH JOSHI,Gastroenterology,33920 US 19 N STE 124,PALM HARBOR,FL,34684,727-785-7654,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PARTH%20JOSHI,https://adstransparency.google.com/?region=US&query=PARTH%20JOSHI,1689964355
545,2011-04-14,15.1,Individual,KATHERINE APOSTOLAKIS-KYRUS,OB-GYN,625 6TH AVE S,ST PETERSBURG,FL,33701,727-553-7903,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KATHERINE%20APOSTOLAKIS-KYRUS,https://adstransparency.google.com/?region=US&query=KATHERINE%20APOSTOLAKIS-KYRUS,1528358397
546,2011-04-08,15.1,Individual,CAMILLE THELIN,Gastroenterology,13330 USF LAUREL DR,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAMILLE%20THELIN,https://adstransparency.google.com/?region=US&query=CAMILLE%20THELIN,1235429408
547,2011-04-08,15.1,Individual,ALEXIS COHEN-ORAM,Psychiatry,3515 E FLETCHER AVE,TAMPA,FL,33613,813-974-8900,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALEXIS%20COHEN-ORAM,https://adstransparency.google.com/?region=US&query=ALEXIS%20COHEN-ORAM,1013207240
548,2011-04-07,15.1,Individual,SARAH BENDEL,Primary Care,3311 DANIELS RD STE 104,WINTER GARDEN,FL,34787,407-743-0351,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SARAH%20BENDEL,https://adstransparency.google.com/?region=US&query=SARAH%20BENDEL,1619266947
549,2011-04-05,15.1,Individual,ARJUN NANDA,Gastroenterology,33920 US 19 N STE 124,PALM HARBOR,FL,34684,727-785-7654,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARJUN%20NANDA,https://adstransparency.google.com/?region=US&query=ARJUN%20NANDA,1346539806
550,2011-03-30,15.2,Individual,AMIT PATEL,Gastroenterology,1969 W OGDEN AVE,CHICAGO,IL,60612,312-864-4783,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMIT%20PATEL,https://adstransparency.google.com/?region=US&query=AMIT%20PATEL,1164711107
551,2011-03-30,15.2,Individual,ROSHANAK RABBANIFARD,Gastroenterology,12901 BRUCE B DOWNS BLVD # 82,TAMPA,FL,33612,813-974-2034,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROSHANAK%20RABBANIFARD,https://adstransparency.google.com/?region=US&query=ROSHANAK%20RABBANIFARD,1477842482
552,2011-03-29,15.2,Individual,MALEEHA HAQ,Cardiology,3000 MEDICAL PARK DR STE 300,TAMPA,FL,33613,813-497-9661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MALEEHA%20HAQ,https://adstransparency.google.com/?region=US&query=MALEEHA%20HAQ,1649569799
553,2011-03-21,15.2,Individual,TERESA BAKER,Psychiatry,3515 E FLETCHER AVE,TAMPA,FL,33613,813-974-8900,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=TERESA%20BAKER,https://adstransparency.google.com/?region=US&query=TERESA%20BAKER,1497054175
554,2011-03-13,15.2,Org,24TH CENTURY MEDICAL CENTER,Primary Care,7747 W HILLSBOROUGH AVE,TAMPA,FL,33615,813-230-4212,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=24TH%20CENTURY%20MEDICAL%20CENTER,https://adstransparency.google.com/?region=US&query=24TH%20CENTURY%20MEDICAL%20CENTER,1386942423
555,2011-02-14,15.3,Individual,DIPANITA BARUA,Primary Care,3001 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,813-870-4933,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DIPANITA%20BARUA,https://adstransparency.google.com/?region=US&query=DIPANITA%20BARUA,1376840157
556,2011-01-27,15.3,Individual,MARY BALLOU,OB-GYN,1551 CLAY ST,WINTER PARK,FL,32789,407-644-5371,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARY%20BALLOU,https://adstransparency.google.com/?region=US&query=MARY%20BALLOU,1336445147
557,2010-11-17,15.5,Individual,JANINNE ABEL,Primary Care,6175 NEWTON DR NE,COVINGTON,GA,30014,678-342-6000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JANINNE%20ABEL,https://adstransparency.google.com/?region=US&query=JANINNE%20ABEL,1427359843
558,2010-10-30,15.6,Org,AKINSETE MD PA,Primary Care,3100 E FLETCHER AVE,TAMPA,FL,33613,240-606-8835,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AKINSETE%20MD%20PA,https://adstransparency.google.com/?region=US&query=AKINSETE%20MD%20PA,1962702472
559,2010-10-21,15.6,Org,"BERNARD F GERMAIN, MD PA",Primary Care,15416 N FLORIDA AVE,TAMPA,FL,33613,813-960-2400,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BERNARD%20F%20GERMAIN%2C%20MD%20PA,https://adstransparency.google.com/?region=US&query=BERNARD%20F%20GERMAIN%2C%20MD%20PA,1518267756
560,2010-10-05,15.6,Org,CARDIOTHORACIC SURGERY OF HYDE PARK INC,Primary Care,8950 9TH ST N STE 102,ST PETERSBURG,FL,33702,727-498-8898,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CARDIOTHORACIC%20SURGERY%20OF%20HYDE%20PARK%20INC,https://adstransparency.google.com/?region=US&query=CARDIOTHORACIC%20SURGERY%20OF%20HYDE%20PARK%20INC,1093024333
561,2010-10-05,15.6,Org,"GERALD H DOMINGUEZ, MD PA",Gastroenterology,4710 N HABANA AVE,TAMPA,FL,33614,813-872-7987,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GERALD%20H%20DOMINGUEZ%2C%20MD%20PA,https://adstransparency.google.com/?region=US&query=GERALD%20H%20DOMINGUEZ%2C%20MD%20PA,1356650535
562,2010-09-01,15.7,Org,BAY AREA HOSPITALISTS AND EXTENDED CARE PA,Primary Care,3001 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,813-890-8004,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAY%20AREA%20HOSPITALISTS%20AND%20EXTENDED%20CARE%20PA,https://adstransparency.google.com/?region=US&query=BAY%20AREA%20HOSPITALISTS%20AND%20EXTENDED%20CARE%20PA,1679880447
563,2010-08-31,15.7,Org,JOHN ISAAC DELGADO M D P A,Gastroenterology,2919 W SWANN AVE,TAMPA,FL,33609,813-930-2829,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOHN%20ISAAC%20DELGADO%20M%20D%20P%20A,https://adstransparency.google.com/?region=US&query=JOHN%20ISAAC%20DELGADO%20M%20D%20P%20A,1669788493
564,2010-08-20,15.8,Org,"BENJAMIN MENA, M.D. P.A.",Primary Care,2835 W DE LEON ST,TAMPA,FL,33609,813-443-0606,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BENJAMIN%20MENA%2C%20M.D.%20P.A.,https://adstransparency.google.com/?region=US&query=BENJAMIN%20MENA%2C%20M.D.%20P.A.,1316253982
565,2010-08-16,15.8,Org,"N.B. EDGERTON, JR., M.D., P.A.",Gastroenterology,4510 W BAY TO BAY BLVD,TAMPA,FL,33629,813-875-8650,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=N.B.%20EDGERTON%2C%20JR.%2C%20M.D.%2C%20P.A.,https://adstransparency.google.com/?region=US&query=N.B.%20EDGERTON%2C%20JR.%2C%20M.D.%2C%20P.A.,1336454214
566,2010-08-13,15.8,Individual,GAYE FICARROTTA,OB-GYN,4705 ALT 19,PALM HARBOR,FL,34683,727-935-6477,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GAYE%20FICARROTTA,https://adstransparency.google.com/?region=US&query=GAYE%20FICARROTTA,1205141215
567,2010-08-05,15.8,Individual,GAURAV BANSODE,Primary Care,2906 17TH ST,SAINT CLOUD,FL,34769,407-892-2135,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GAURAV%20BANSODE,https://adstransparency.google.com/?region=US&query=GAURAV%20BANSODE,1134433857
568,2010-07-08,15.9,Individual,ELIZABETH ENSMINGER,Endocrinology,2501 W KENNEDY BLVD,TAMPA,FL,33609,813-844-1385,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ELIZABETH%20ENSMINGER,https://adstransparency.google.com/?region=US&query=ELIZABETH%20ENSMINGER,1427360361
569,2010-06-30,15.9,Individual,CHRISTOPHER NOBO,Gastroenterology,10573 BLOOMINGDALE RIDGE DR,RIVERVIEW,FL,33578,813-284-6574,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHRISTOPHER%20NOBO,https://adstransparency.google.com/?region=US&query=CHRISTOPHER%20NOBO,1407167919
570,2010-06-28,15.9,Org,ADVANCED INTERGRATED MEDICINE INC,Primary Care,119 OAKFIELD DR,BRANDON,FL,33511,855-421-2733,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADVANCED%20INTERGRATED%20MEDICINE%20INC,https://adstransparency.google.com/?region=US&query=ADVANCED%20INTERGRATED%20MEDICINE%20INC,1164733861
571,2010-06-22,15.9,Org,DHIRAJ WARMAN MD PA,Cardiology,10441 QUALITY DR STE 300,SPRING HILL,FL,34609,352-683-3136,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DHIRAJ%20WARMAN%20MD%20PA,https://adstransparency.google.com/?region=US&query=DHIRAJ%20WARMAN%20MD%20PA,1861713018
572,2010-06-22,15.9,Individual,KATIE PROPST,OB-GYN,9500 EUCLID AVE,CLEVELAND,OH,44195,216-445-4877,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KATIE%20PROPST,https://adstransparency.google.com/?region=US&query=KATIE%20PROPST,1609197888
573,2010-06-18,15.9,Org,"FRED I RABOW MD, PA",Cardiology,2919 W SWANN AVE,TAMPA,FL,33609,813-870-1747,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FRED%20I%20RABOW%20MD%2C%20PA,https://adstransparency.google.com/?region=US&query=FRED%20I%20RABOW%20MD%2C%20PA,1780905224
574,2010-06-15,15.9,Individual,HIRAM BEZERRA,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HIRAM%20BEZERRA,https://adstransparency.google.com/?region=US&query=HIRAM%20BEZERRA,1528389442
575,2010-06-09,16.0,Individual,ADETOLA LOUIS-JACQUES,OB-GYN,1600 SW ARCHER RD,GAINESVILLE,FL,32610,352-273-7584,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADETOLA%20LOUIS-JACQUES,https://adstransparency.google.com/?region=US&query=ADETOLA%20LOUIS-JACQUES,1851611123
576,2010-06-06,16.0,Individual,MINA ELNEMR,Gastroenterology,7827 N DALE MABRY HWY STE 104,TAMPA,FL,33614,813-600-3709,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MINA%20ELNEMR,https://adstransparency.google.com/?region=US&query=MINA%20ELNEMR,1760702302
